Country Name,Country Code,year,gdp,Region,IncomeGroup
Lithuania,LTU,2009-01-01,37494380038.9213,Europe & Central Asia,High income
Luxembourg,LUX,2009-01-01,54467289897.5582,Europe & Central Asia,High income
Latvia,LVA,2009-01-01,25691530442.035,Europe & Central Asia,High income
"Macao SAR, China",MAC,2009-01-01,21587786905.8499,East Asia & Pacific,High income
St. Martin (French part),MAF,2009-01-01,,Latin America & Caribbean,High income
Morocco,MAR,2009-01-01,101154952240.881,Middle East & North Africa,Lower middle income
Monaco,MCO,2009-01-01,5474379252.34114,Europe & Central Asia,High income
Moldova,MDA,2009-01-01,5439434271.78807,Europe & Central Asia,Upper middle income
Madagascar,MDG,2009-01-01,9616879409.43789,Sub-Saharan Africa,Low income
Maldives,MDV,2009-01-01,2345294875.0,South Asia,Upper middle income
Middle East & North Africa,MEA,2009-01-01,2404907477076.36,,
Mexico,MEX,2009-01-01,943437415024.633,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2009-01-01,151200000.0,East Asia & Pacific,Upper middle income
Middle income,MIC,2009-01-01,15113697504775.4,,
North Macedonia,MKD,2009-01-01,9401736825.42688,Europe & Central Asia,Upper middle income
Mali,MLI,2009-01-01,10231962390.2119,Sub-Saharan Africa,Low income
Malta,MLT,2009-01-01,8734741331.60386,Middle East & North Africa,High income
Myanmar,MMR,2009-01-01,36906181380.8127,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,2009-01-01,1218914511082.54,,
Montenegro,MNE,2009-01-01,4159330369.5471,Europe & Central Asia,Upper middle income
Mongolia,MNG,2009-01-01,4583850367.88972,East Asia & Pacific,Upper middle income
Northern Mariana Islands,MNP,2009-01-01,795000000.0,East Asia & Pacific,High income
Mozambique,MOZ,2009-01-01,12263894790.0125,Sub-Saharan Africa,Low income
Mauritania,MRT,2009-01-01,4714595547.75102,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2009-01-01,9128843109.15588,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2009-01-01,9009887946.82039,Sub-Saharan Africa,Low income
Malaysia,MYS,2009-01-01,202257453036.641,East Asia & Pacific,Upper middle income
North America,NAC,2009-01-01,15859348142157.3,,
Namibia,NAM,2009-01-01,8938847189.07592,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,2009-01-01,8704438102.20142,East Asia & Pacific,High income
Niger,NER,2009-01-01,7352131309.73341,Sub-Saharan Africa,Low income
Nigeria,NGA,2009-01-01,295008835380.997,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2009-01-01,8298687305.66354,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2009-01-01,878954223140.234,Europe & Central Asia,High income
Norway,NOR,2009-01-01,387976400617.019,Europe & Central Asia,High income
Nepal,NPL,2009-01-01,12854985464.0764,South Asia,Lower middle income
Nauru,NRU,2009-01-01,44176245.5492433,East Asia & Pacific,High income
New Zealand,NZL,2009-01-01,121373602348.679,East Asia & Pacific,High income
OECD members,OED,2009-01-01,43267718735167.6,,
Oman,OMN,2009-01-01,55454096228.8687,Middle East & North Africa,High income
Other small states,OSS,2009-01-01,130617253803.062,,
Pakistan,PAK,2009-01-01,187337783856.466,South Asia,Lower middle income
Panama,PAN,2009-01-01,27791215500.0,Latin America & Caribbean,High income
Peru,PER,2009-01-01,120822986521.479,Latin America & Caribbean,Upper middle income
Philippines,PHL,2009-01-01,175974755881.372,East Asia & Pacific,Lower middle income
Palau,PLW,2009-01-01,189998000.0,East Asia & Pacific,High income
Papua New Guinea,PNG,2009-01-01,11619456449.266,East Asia & Pacific,Lower middle income
Poland,POL,2009-01-01,440891472247.096,Europe & Central Asia,High income
Pre-demographic dividend,PRE,2009-01-01,898098212736.791,,
Puerto Rico,PRI,2009-01-01,96385600000.0,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,2009-01-01,,East Asia & Pacific,Low income
Portugal,PRT,2009-01-01,244667762835.543,Europe & Central Asia,High income
Paraguay,PRY,2009-01-01,22355151161.994,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2009-01-01,8085700000.0,Middle East & North Africa,Lower middle income
Pacific island small states,PSS,2009-01-01,6042913555.45194,,
Post-demographic dividend,PST,2009-01-01,41008628629205.7,,
French Polynesia,PYF,2009-01-01,6584557973.9375,East Asia & Pacific,High income
Qatar,QAT,2009-01-01,97798351648.3516,Middle East & North Africa,High income
Romania,ROU,2009-01-01,174110532658.867,Europe & Central Asia,High income
Russian Federation,RUS,2009-01-01,1222645900055.7,Europe & Central Asia,High income
Rwanda,RWA,2009-01-01,5674476969.06444,Sub-Saharan Africa,Low income
South Asia,SAS,2009-01-01,1702714960004.27,,
Saudi Arabia,SAU,2009-01-01,429097866666.667,Middle East & North Africa,High income
Sudan,SDN,2009-01-01,51621044076.9231,Sub-Saharan Africa,Low income
Senegal,SEN,2009-01-01,16145867494.9405,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2009-01-01,194150283771.566,East Asia & Pacific,High income
Solomon Islands,SLB,2009-01-01,805557562.580059,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2009-01-01,3784165906.1037,Sub-Saharan Africa,Low income
El Salvador,SLV,2009-01-01,17601620000.0,Latin America & Caribbean,Upper middle income
San Marino,SMR,2009-01-01,2064277126.41466,Europe & Central Asia,High income
Somalia,SOM,2009-01-01,2948594552.44952,Sub-Saharan Africa,Low income
Serbia,SRB,2009-01-01,46955984409.7271,Europe & Central Asia,Upper middle income
Sub-Saharan Africa (excluding high income),SSA,2009-01-01,1224552156182.8,,
South Sudan,SSD,2009-01-01,12231264525.0671,Sub-Saharan Africa,Low income
Sub-Saharan Africa,SSF,2009-01-01,1225403057803.24,,
Small states,SST,2009-01-01,165375386243.609,,
Sao Tome and Principe,STP,2009-01-01,200668065.03175,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2009-01-01,3875409836.06557,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2009-01-01,89342984697.5246,Europe & Central Asia,High income
Slovenia,SVN,2009-01-01,49975540954.8465,Europe & Central Asia,High income
Sweden,SWE,2009-01-01,434313804907.366,Europe & Central Asia,High income
Eswatini,SWZ,2009-01-01,3580428052.81393,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,2009-01-01,854972067.039106,Latin America & Caribbean,High income
Seychelles,SYC,2009-01-01,850901620.433301,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2009-01-01,54111735628.7065,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,2009-01-01,703175800.0,Latin America & Caribbean,High income
Chad,TCD,2009-01-01,9290728318.98821,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,2009-01-01,6485447086620.95,,
Europe & Central Asia (IDA & IBRD countries),TEC,2009-01-01,3116927643581.83,,
Togo,TGO,2009-01-01,4721890900.22635,Sub-Saharan Africa,Low income
Thailand,THA,2009-01-01,281710630187.319,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2009-01-01,4979472364.4534,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2009-01-01,20214385964.9123,Europe & Central Asia,Upper middle income
Latin America & the Caribbean (IDA & IBRD countries),TLA,2009-01-01,4176800803485.74,,
Timor-Leste,TLS,2009-01-01,726937800.0,East Asia & Pacific,Lower middle income
Middle East & North Africa (IDA & IBRD countries),TMN,2009-01-01,1210828811082.54,,
Tonga,TON,2009-01-01,312415046.412413,East Asia & Pacific,Upper middle income
South Asia (IDA & IBRD),TSA,2009-01-01,1702714960004.27,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2009-01-01,1225403057803.24,,
Trinidad and Tobago,TTO,2009-01-01,19172165225.5015,Latin America & Caribbean,High income
Tunisia,TUN,2009-01-01,43455740497.3061,Middle East & North Africa,Lower middle income
Turkiye,TUR,2009-01-01,649289324627.732,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2009-01-01,28076983.9703819,East Asia & Pacific,Upper middle income
Tanzania,TZA,2009-01-01,29400573553.6075,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2009-01-01,25127805566.6584,Sub-Saharan Africa,Low income
Ukraine,UKR,2009-01-01,121552153444.124,Europe & Central Asia,Upper middle income
Upper middle income,UMC,2009-01-01,11970458987155.9,,
Uruguay,URY,2009-01-01,32708319077.5179,Latin America & Caribbean,High income
United States,USA,2009-01-01,14478067000000.0,North America,High income
Uzbekistan,UZB,2009-01-01,33689223673.2577,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2009-01-01,714300259.259259,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2009-01-01,329787628928.471,Latin America & Caribbean,
British Virgin Islands,VGB,2009-01-01,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2009-01-01,4201000000.0,Latin America & Caribbean,High income
Viet Nam,VNM,2009-01-01,106014659565.214,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2009-01-01,592622319.145664,East Asia & Pacific,Lower middle income
World,WLD,2009-01-01,60814498796339.1,,
Samoa,WSM,2009-01-01,628006115.424052,East Asia & Pacific,Lower middle income
Kosovo,XKX,2009-01-01,5015894692.97027,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,2009-01-01,25130278212.5575,Middle East & North Africa,Low income
South Africa,ZAF,2009-01-01,329754060647.129,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2009-01-01,15328342303.9575,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2009-01-01,9665793300.0,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2010-01-01,2453597206.70391,Latin America & Caribbean,High income
Africa Eastern and Southern,AFE,2010-01-01,849409658497.578,,
Afghanistan,AFG,2010-01-01,15856668555.8336,South Asia,Low income
Africa Western and Central,AFW,2010-01-01,600152668678.288,,
Angola,AGO,2010-01-01,83799474069.7315,Sub-Saharan Africa,Lower middle income
Albania,ALB,2010-01-01,11926926615.8015,Europe & Central Asia,Upper middle income
Andorra,AND,2010-01-01,3449925738.86069,Europe & Central Asia,High income
Arab World,ARB,2010-01-01,2155345081625.06,,
United Arab Emirates,ARE,2010-01-01,300189052694.029,Middle East & North Africa,High income
Argentina,ARG,2010-01-01,423627422092.49,Latin America & Caribbean,Upper middle income
Armenia,ARM,2010-01-01,9260285755.62424,Europe & Central Asia,Upper middle income
American Samoa,ASM,2010-01-01,573000000.0,East Asia & Pacific,High income
Antigua and Barbuda,ATG,2010-01-01,1298255555.55556,Latin America & Caribbean,High income
Australia,AUS,2010-01-01,1148838233480.72,East Asia & Pacific,High income
Austria,AUT,2010-01-01,389827789217.634,Europe & Central Asia,High income
Azerbaijan,AZE,2010-01-01,52909294791.9262,Europe & Central Asia,Upper middle income
Burundi,BDI,2010-01-01,2032135192.01248,Sub-Saharan Africa,Low income
Belgium,BEL,2010-01-01,481556503720.001,Europe & Central Asia,High income
Benin,BEN,2010-01-01,9535345011.48797,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2010-01-01,10109619740.6994,Sub-Saharan Africa,Low income
Bangladesh,BGD,2010-01-01,115275540051.262,South Asia,Lower middle income
Bulgaria,BGR,2010-01-01,50760929302.5147,Europe & Central Asia,High income
Bahrain,BHR,2010-01-01,26805984042.5532,Middle East & North Africa,High income
"Bahamas, The",BHS,2010-01-01,10095760000.0,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2010-01-01,17176315803.7298,Europe & Central Asia,Upper middle income
Belarus,BLR,2010-01-01,57231904542.8755,Europe & Central Asia,Upper middle income
Belize,BLZ,2010-01-01,1745700000.0,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2010-01-01,6634526000.0,North America,High income
Bolivia,BOL,2010-01-01,19649723722.1034,Latin America & Caribbean,Lower middle income
Brazil,BRA,2010-01-01,2208837745214.23,Latin America & Caribbean,Upper middle income
Barbados,BRB,2010-01-01,5191188500.0,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2010-01-01,13707121031.2552,East Asia & Pacific,High income
Bhutan,BTN,2010-01-01,1708880730.87271,South Asia,Lower middle income
Botswana,BWA,2010-01-01,12637273429.1339,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2010-01-01,2142591540.40068,Sub-Saharan Africa,Low income
Canada,CAN,2010-01-01,1617343367486.26,North America,High income
Central Europe and the Baltics,CEB,2010-01-01,1319798753333.7,,
Switzerland,CHE,2010-01-01,598851028906.58,Europe & Central Asia,High income
Channel Islands,CHI,2010-01-01,8902070446.19007,Europe & Central Asia,High income
Chile,CHL,2010-01-01,217051209240.298,Latin America & Caribbean,High income
China,CHN,2010-01-01,6087191746679.49,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2010-01-01,34936307980.063,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2010-01-01,27507501821.0296,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2010-01-01,21565721044.8462,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2010-01-01,13148396211.5955,Sub-Saharan Africa,Lower middle income
Colombia,COL,2010-01-01,286498534094.963,Latin America & Caribbean,Upper middle income
Comoros,COM,2010-01-01,907978730.887844,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2010-01-01,1824751467.92957,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2010-01-01,37658616951.8038,Latin America & Caribbean,Upper middle income
Caribbean small states,CSS,2010-01-01,30378579903.7344,,
Cuba,CUB,2010-01-01,59562962962.963,Latin America & Caribbean,Upper middle income
Curacao,CUW,2010-01-01,2951342793.29609,Latin America & Caribbean,High income
Cayman Islands,CYM,2010-01-01,4156841107.36443,Latin America & Caribbean,High income
Cyprus,CYP,2010-01-01,25799940077.6075,Europe & Central Asia,High income
Czechia,CZE,2010-01-01,211168667286.27,Europe & Central Asia,High income
Germany,DEU,2010-01-01,3468154343000.01,Europe & Central Asia,High income
Djibouti,DJI,2010-01-01,1128611700.3618,Middle East & North Africa,Lower middle income
Dominica,DMA,2010-01-01,493825925.925926,Latin America & Caribbean,Upper middle income
Denmark,DNK,2010-01-01,322345594075.47,Europe & Central Asia,High income
Dominican Republic,DOM,2010-01-01,53860187257.9593,Latin America & Caribbean,Upper middle income
Algeria,DZA,2010-01-01,177785053939.531,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,2010-01-01,7903112357496.09,,
Early-demographic dividend,EAR,2010-01-01,8713511453933.71,,
East Asia & Pacific,EAS,2010-01-01,17080574558951.9,,
Europe & Central Asia (excluding high income),ECA,2010-01-01,1379346554033.58,,
Europe & Central Asia,ECS,2010-01-01,21103185874675.7,,
Ecuador,ECU,2010-01-01,68151329000.0,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2010-01-01,218983666061.706,Middle East & North Africa,Lower middle income
Euro area,EMU,2010-01-01,12786064520090.9,,
Eritrea,ERI,2010-01-01,1589515447.15447,Sub-Saharan Africa,Low income
Spain,ESP,2010-01-01,1427989078916.67,Europe & Central Asia,High income
Estonia,EST,2010-01-01,19524355419.038,Europe & Central Asia,High income
Ethiopia,ETH,2010-01-01,29933790334.3418,Sub-Saharan Africa,Low income
European Union,EUU,2010-01-01,14643444297949.9,,
Fragile and conflict affected situations,FCS,2010-01-01,1593982235245.23,,
Finland,FIN,2010-01-01,249429613683.334,Europe & Central Asia,High income
Fiji,FJI,2010-01-01,3140166712.79624,East Asia & Pacific,Upper middle income
France,FRA,2010-01-01,2646230027988.34,Europe & Central Asia,High income
Faroe Islands,FRO,2010-01-01,2331796784.36009,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2010-01-01,296944100.0,East Asia & Pacific,Lower middle income
Gabon,GAB,2010-01-01,14372593020.2885,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2010-01-01,2485482596184.71,Europe & Central Asia,High income
Georgia,GEO,2010-01-01,12426907967.1578,Europe & Central Asia,Upper middle income
Ghana,GHA,2010-01-01,32197655566.5347,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2010-01-01,,Europe & Central Asia,High income
Guinea,GIN,2010-01-01,6853467145.53089,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2010-01-01,1543294926.87301,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2010-01-01,940112538.936436,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2010-01-01,16314443436.2903,Sub-Saharan Africa,Upper middle income
Greece,GRC,2010-01-01,296417644404.034,Europe & Central Asia,High income
Grenada,GRD,2010-01-01,771014814.814815,Latin America & Caribbean,Upper middle income
Greenland,GRL,2010-01-01,2503167187.49305,Europe & Central Asia,High income
Guatemala,GTM,2010-01-01,40676578423.4871,Latin America & Caribbean,Upper middle income
Guam,GUM,2010-01-01,4949000000.0,East Asia & Pacific,High income
Guyana,GUY,2010-01-01,3432912516.92427,Latin America & Caribbean,High income
High income,HIC,2010-01-01,47429075600674.9,,
"Hong Kong SAR, China",HKG,2010-01-01,228638668727.291,East Asia & Pacific,High income
Honduras,HND,2010-01-01,15839344591.9842,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,2010-01-01,510516524583.673,,
Croatia,HRV,2010-01-01,58981738868.753,Europe & Central Asia,High income
Haiti,HTI,2010-01-01,11859312725.1448,Latin America & Caribbean,Lower middle income
Hungary,HUN,2010-01-01,132175349953.713,Europe & Central Asia,High income
IBRD only,IBD,2010-01-01,20113636481114.9,,
IDA & IBRD total,IBT,2010-01-01,21703542538838.4,,
IDA total,IDA,2010-01-01,1589906057723.49,,
IDA blend,IDB,2010-01-01,745687007731.632,,
Indonesia,IDN,2010-01-01,755094157594.524,East Asia & Pacific,Upper middle income
IDA only,IDX,2010-01-01,844219049991.861,,
Isle of Man,IMN,2010-01-01,5920369789.50182,Europe & Central Asia,High income
India,IND,2010-01-01,1675615519484.96,South Asia,Lower middle income
Not classified,INX,2010-01-01,,,
Ireland,IRL,2010-01-01,221985621537.5,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2010-01-01,487069570461.36,Middle East & North Africa,Upper middle income
Iraq,IRQ,2010-01-01,138516722649.573,Middle East & North Africa,Upper middle income
Iceland,ISL,2010-01-01,13751161917.7398,Europe & Central Asia,High income
Israel,ISR,2010-01-01,238912622309.59,Middle East & North Africa,High income
Italy,ITA,2010-01-01,2144936254535.0,Europe & Central Asia,High income
Jamaica,JAM,2010-01-01,13220549908.2494,Latin America & Caribbean,Upper middle income
Jordan,JOR,2010-01-01,27133804225.3521,Middle East & North Africa,Lower middle income
Japan,JPN,2010-01-01,5759071769013.11,East Asia & Pacific,High income
Kazakhstan,KAZ,2010-01-01,148047348240.643,Europe & Central Asia,Upper middle income
Kenya,KEN,2010-01-01,45405615063.7551,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2010-01-01,4794361863.01353,Europe & Central Asia,Lower middle income
Cambodia,KHM,2010-01-01,13808673288.0696,East Asia & Pacific,Lower middle income
Kiribati,KIR,2010-01-01,165458478.20613,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2010-01-01,778718518.518518,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2010-01-01,1143672241149.72,East Asia & Pacific,High income
Kuwait,KWT,2010-01-01,115416305425.424,Middle East & North Africa,High income
Latin America & Caribbean (excluding high income),LAC,2010-01-01,4556443300721.48,,
Lao PDR,LAO,2010-01-01,7131771014.70456,East Asia & Pacific,Lower middle income
Lebanon,LBN,2010-01-01,38443907042.1227,Middle East & North Africa,Lower middle income
Liberia,LBR,2010-01-01,1998000000.0,Sub-Saharan Africa,Low income
Libya,LBY,2010-01-01,75380825062.4216,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2010-01-01,1482385185.18519,Latin America & Caribbean,Upper middle income
Latin America & Caribbean,LCN,2010-01-01,5397420440102.78,,
Least developed countries: UN classification,LDC,2010-01-01,691265131583.647,,
Low income,LIC,2010-01-01,374460066994.609,,
Liechtenstein,LIE,2010-01-01,5082337238.44718,Europe & Central Asia,High income
Sri Lanka,LKA,2010-01-01,58636161081.712,South Asia,Lower middle income
Lower middle income,LMC,2010-01-01,3782636785930.31,,
Low & middle income,LMY,2010-01-01,18785590705939.8,,
Lesotho,LSO,2010-01-01,2234754241.91918,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,2010-01-01,13567972433971.9,,
Lithuania,LTU,2010-01-01,36638128534.0643,Europe & Central Asia,High income
Luxembourg,LUX,2010-01-01,56213985987.4168,Europe & Central Asia,High income
Latvia,LVA,2010-01-01,23468324572.3343,Europe & Central Asia,High income
"Macao SAR, China",MAC,2010-01-01,28241798491.593,East Asia & Pacific,High income
St. Martin (French part),MAF,2010-01-01,,Latin America & Caribbean,High income
Morocco,MAR,2010-01-01,100865329473.44,Middle East & North Africa,Lower middle income
Monaco,MCO,2010-01-01,5367561569.59548,Europe & Central Asia,High income
Moldova,MDA,2010-01-01,6974982369.60155,Europe & Central Asia,Upper middle income
Madagascar,MDG,2010-01-01,9982711338.07029,Sub-Saharan Africa,Low income
Maldives,MDV,2010-01-01,2588176054.6875,South Asia,Upper middle income
Middle East & North Africa,MEA,2010-01-01,2822236675989.86,,
Mexico,MEX,2010-01-01,1105424238731.09,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2010-01-01,161100000.0,East Asia & Pacific,Upper middle income
Middle income,MIC,2010-01-01,18414879362447.4,,
North Macedonia,MKD,2010-01-01,9407170321.37752,Europe & Central Asia,Upper middle income
Mali,MLI,2010-01-01,10689168016.2613,Sub-Saharan Africa,Low income
Malta,MLT,2010-01-01,9097044160.9473,Middle East & North Africa,High income
Myanmar,MMR,2010-01-01,49540813342.4834,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,2010-01-01,1413492662961.75,,
Montenegro,MNE,2010-01-01,4142983843.4912,Europe & Central Asia,Upper middle income
Mongolia,MNG,2010-01-01,7189481998.90094,East Asia & Pacific,Upper middle income
Northern Mariana Islands,MNP,2010-01-01,799000000.0,East Asia & Pacific,High income
Mozambique,MOZ,2010-01-01,11411894723.864,Sub-Saharan Africa,Low income
Mauritania,MRT,2010-01-01,5628878797.98257,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2010-01-01,10003670690.3497,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2010-01-01,10128323010.6049,Sub-Saharan Africa,Low income
Malaysia,MYS,2010-01-01,255017638455.59,East Asia & Pacific,Upper middle income
North America,NAC,2010-01-01,16672948893486.3,,
Namibia,NAM,2010-01-01,11431412421.1316,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,2010-01-01,9364350076.91225,East Asia & Pacific,High income
Niger,NER,2010-01-01,7851192502.30917,Sub-Saharan Africa,Low income
Nigeria,NGA,2010-01-01,366990417129.04,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2010-01-01,8758572306.31602,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2010-01-01,852464982433.335,Europe & Central Asia,High income
Norway,NOR,2010-01-01,431052143940.438,Europe & Central Asia,High income
Nepal,NPL,2010-01-01,16002656434.4746,South Asia,Lower middle income
Nauru,NRU,2010-01-01,47562844.6104251,East Asia & Pacific,High income
New Zealand,NZL,2010-01-01,146517541181.254,East Asia & Pacific,High income
OECD members,OED,2010-01-01,45384803865762.1,,
Oman,OMN,2010-01-01,64993498049.4148,Middle East & North Africa,High income
Other small states,OSS,2010-01-01,139364163913.802,,
Pakistan,PAK,2010-01-01,196709621849.586,South Asia,Lower middle income
Panama,PAN,2010-01-01,30231009500.0,Latin America & Caribbean,High income
Peru,PER,2010-01-01,147527631520.729,Latin America & Caribbean,Upper middle income
Philippines,PHL,2010-01-01,208368893151.144,East Asia & Pacific,Lower middle income
Palau,PLW,2010-01-01,188174300.0,East Asia & Pacific,High income
Papua New Guinea,PNG,2010-01-01,14250786674.7766,East Asia & Pacific,Lower middle income
Poland,POL,2010-01-01,478111630683.514,Europe & Central Asia,High income
Pre-demographic dividend,PRE,2010-01-01,1049041089033.05,,
Puerto Rico,PRI,2010-01-01,98381300000.0,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,2010-01-01,,East Asia & Pacific,Low income
Portugal,PRT,2010-01-01,238443864993.217,Europe & Central Asia,High income
Paraguay,PRY,2010-01-01,27260886405.2263,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2010-01-01,9681500000.0,Middle East & North Africa,Lower middle income
Pacific island small states,PSS,2010-01-01,6647826742.64087,,
Post-demographic dividend,PST,2010-01-01,42771536081132.6,,
French Polynesia,PYF,2010-01-01,6086644798.55982,East Asia & Pacific,High income
Qatar,QAT,2010-01-01,125122306346.154,Middle East & North Africa,High income
Romania,ROU,2010-01-01,170064350671.827,Europe & Central Asia,High income
Russian Federation,RUS,2010-01-01,1524916715223.95,Europe & Central Asia,High income
Rwanda,RWA,2010-01-01,6124756654.12346,Sub-Saharan Africa,Low income
South Asia,SAS,2010-01-01,2082393224243.39,,
Saudi Arabia,SAU,2010-01-01,528207200000.0,Middle East & North Africa,High income
Sudan,SDN,2010-01-01,58962978034.4828,Sub-Saharan Africa,Low income
Senegal,SEN,2010-01-01,16121315909.0758,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2010-01-01,239807980591.24,East Asia & Pacific,High income
Solomon Islands,SLB,2010-01-01,898133684.898793,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2010-01-01,4033122830.14424,Sub-Saharan Africa,Low income
El Salvador,SLV,2010-01-01,18447920000.0,Latin America & Caribbean,Upper middle income
San Marino,SMR,2010-01-01,1881191925.32503,Europe & Central Asia,High income
Somalia,SOM,2010-01-01,2687807003.73935,Sub-Saharan Africa,Low income
Serbia,SRB,2010-01-01,43536629233.1424,Europe & Central Asia,Upper middle income
Sub-Saharan Africa (excluding high income),SSA,2010-01-01,1448580710633.54,,
South Sudan,SSD,2010-01-01,14602072410.9506,Sub-Saharan Africa,Low income
Sub-Saharan Africa,SSF,2010-01-01,1449562327175.87,,
Small states,SST,2010-01-01,176390570560.177,,
Sao Tome and Principe,STP,2010-01-01,190021192.489536,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2010-01-01,4368370997.92126,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2010-01-01,91112160800.7668,Europe & Central Asia,High income
Slovenia,SVN,2010-01-01,47793117240.9001,Europe & Central Asia,High income
Sweden,SWE,2010-01-01,492753255885.718,Europe & Central Asia,High income
Eswatini,SWZ,2010-01-01,4438765085.93784,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,2010-01-01,892290502.793296,Latin America & Caribbean,High income
Seychelles,SYC,2010-01-01,981616542.328454,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2010-01-01,61390830874.7007,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,2010-01-01,686787800.0,Latin America & Caribbean,High income
Chad,TCD,2010-01-01,10668103554.1192,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,2010-01-01,7893429637768.47,,
Europe & Central Asia (IDA & IBRD countries),TEC,2010-01-01,3662181918784.14,,
Togo,TGO,2010-01-01,4746389531.6959,Sub-Saharan Africa,Low income
Thailand,THA,2010-01-01,341104766329.17,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2010-01-01,5642221099.17704,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2010-01-01,22583157894.7368,Europe & Central Asia,Upper middle income
Latin America & the Caribbean (IDA & IBRD countries),TLA,2010-01-01,5212164267904.79,,
Timor-Leste,TLS,2010-01-01,881909300.0,East Asia & Pacific,Lower middle income
Middle East & North Africa (IDA & IBRD countries),TMN,2010-01-01,1403811162961.75,,
